Event_ID,Event_Name,Parent_Event_ID,Event_Type,Probability_Type,Probability_Value,Distribution_Type,Min,Max,Mean,Median,Mode,StdDev,Lambda,Alpha,Beta,Shape,Scale,Fixed_Value,Consequence_Type,Consequence_Distribution,Consequence_Min,Consequence_Max,Consequence_Mean,Consequence_StdDev,Dependency_Type,Dependency_Condition,Correlation_Group,Notes
N0737,Alarm Resolution: node 33 - Preserve chain-of-custody language at a generic level,N0009,Escalation,poisson,,poisson,,,0.8399,,,,0.8399,,,,,,Reputational,uniform,61,78,69.5,4.9,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Preserve chain-of-custody language at a generic level. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0738,Alarm Resolution: node 34 - Simulation branch produces operational delay only,N0009,Outcome,triangular,,triangular,0.3236,0.5636,0.4436,,0.4436,,,,,,,,Financial,triangular,60,86,68,,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch produces operational delay only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0739,Alarm Resolution: node 35 - Use randomization as a defensive control in the simulation only,N0009,Recovery,lognormal,,lognormal,,,0.4055,,,0.0811,,,,0.331,0.4055,,Legal/Compliance,normal,,,70,12.6,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use randomization as a defensive control in the simulation only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0740,Alarm Resolution: node 36 - property image anomaly resolved only through approved process,N0009,Observation,uniform,,uniform,0.2760,0.4760,0.3760,,,,,,,0.35,70,,Workforce,lognormal,,,72,18.0,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0741,Alarm Resolution: node 37 - Checkpoint returns to baseline operating posture,N0009,Phase,beta,,beta,,,0.3938,,,,,9.845,15.155,,,74,Passenger Experience,fixed,,,74,,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Checkpoint returns to baseline operating posture. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0742,"Alarm Resolution: node 38 - behavioral cue logged only as supporting context, not as sole basis",N0009,Decision,fixed,0.3615,fixed,,,,,,,,,,,,0.3615,Security,uniform,71,88,79.5,4.9,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: behavioral cue logged only as supporting context, not as sole basis. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0743,Alarm Resolution: node 39 - Apply standard operating procedure without describing restricted methods,N0009,Control,normal,,normal,,,0.3526,,78,0.0423,,,,,,,Operational,triangular,70,96,78,,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Apply standard operating procedure without describing restricted methods. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0744,Alarm Resolution: node 40 - inconsistent passenger explanation requiring additional screening,N0009,Observation,poisson,,poisson,,,1.0434,,,,1.0434,,,,,,Reputational,normal,,,54,9.7,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-04,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: inconsistent passenger explanation requiring additional screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0745,Alarm Resolution: node 41 - item-category ambiguity requiring officer judgment,N0009,Detection,triangular,,triangular,0.1731,0.4131,0.2931,,0.2931,,,,,0.35,54,,Financial,lognormal,,,56,14.0,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: item-category ambiguity requiring officer judgment. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0746,Alarm Resolution: node 42 - Request supervisory review when the indicator exceeds the test threshold,N0009,Escalation,lognormal,,lognormal,,,0.2953,,,0.0591,,,,0.309,0.2953,58,Legal/Compliance,fixed,,,58,,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Request supervisory review when the indicator exceeds the test threshold. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0747,Alarm Resolution: node 43 - Simulation branch terminates with interdiction,N0009,Outcome,uniform,,uniform,0.1797,0.3797,0.2797,,,,,,,,,,Workforce,uniform,55,72,63.5,4.9,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch terminates with interdiction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0748,Alarm Resolution: node 44 - Maintain passenger flow while resolving the event safely,N0009,Recovery,beta,,beta,,,0.2546,,62,,,5.855,17.145,,,,Passenger Experience,triangular,54,80,62,,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Maintain passenger flow while resolving the event safely. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0749,Alarm Resolution: node 45 - incomplete divestiture or preparation requiring re-screening,N0009,Observation,fixed,0.4146,fixed,,,,,,,,,,,,0.4146,Security,normal,,,64,11.5,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: incomplete divestiture or preparation requiring re-screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0750,Alarm Resolution: node 46 - Quality assurance review identifies control improvement,N0009,Phase,normal,,normal,,,0.4094,,,0.0491,,,,0.35,64,,Operational,lognormal,,,66,16.5,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Quality assurance review identifies control improvement. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0751,Alarm Resolution: node 47 - identity or itinerary discrepancy requiring routine clarification,N0009,Decision,poisson,,poisson,,,1.1720,,,,1.1720,,,,,68,Reputational,fixed,,,68,,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: identity or itinerary discrepancy requiring routine clarification. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0752,Alarm Resolution: node 48 - Close the loop with after-action documentation,N0009,Control,triangular,,triangular,0.2695,0.5095,0.3895,,0.3895,,,,,,,,Financial,uniform,65,82,73.5,4.9,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Close the loop with after-action documentation. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0753,Alarm Resolution: node 49 - generic anomaly associated with a prohibited item attempt,N0009,Observation,lognormal,,lognormal,,,0.3809,,72,0.0762,,,,0.326,0.3809,,Legal/Compliance,triangular,64,90,72,,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: generic anomaly associated with a prohibited item attempt. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0754,Alarm Resolution: node 50 - inconsistent passenger explanation requiring additional screening,N0009,Detection,uniform,,uniform,0.2365,0.4365,0.3365,,,,,,,,,,Workforce,normal,,,74,13.3,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-05,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: inconsistent passenger explanation requiring additional screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0755,"Alarm Resolution: node 51 - Record observable behavior and maintain neutral, non-discriminatory criteria",N0009,Escalation,beta,,beta,,,0.3367,,,,,8.080,15.920,0.35,74,,Passenger Experience,lognormal,,,76,19.0,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Record observable behavior and maintain neutral, non-discriminatory criteria. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0756,Alarm Resolution: node 52 - Passenger re-screened and cleared after resolution,N0009,Outcome,fixed,0.2984,fixed,,,,,,,,,,,,0.2984,Security,fixed,,,78,,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Passenger re-screened and cleared after resolution. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0757,Alarm Resolution: node 53 - Preserve chain-of-custody language at a generic level,N0009,Recovery,normal,,normal,,,0.3133,,,0.0376,,,,,,,Operational,uniform,49,66,57.5,4.9,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Preserve chain-of-custody language at a generic level. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0758,Alarm Resolution: node 54 - alarm requiring standard resolution before access is granted,N0009,Observation,poisson,,poisson,,,0.8660,,56,,0.8660,,,,,,Reputational,triangular,48,74,56,,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: alarm requiring standard resolution before access is granted. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0759,Alarm Resolution: node 55 - Supervisor documents training or procedure improvement,N0009,Phase,triangular,,triangular,0.1375,0.3775,0.2575,,0.2575,,,,,,,,Financial,normal,,,58,10.4,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Supervisor documents training or procedure improvement. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0760,Alarm Resolution: node 56 - property image anomaly resolved only through approved process,N0009,Decision,lognormal,,lognormal,,,0.4327,,,0.0865,,,,0.337,0.4327,,Legal/Compliance,lognormal,,,60,15.0,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0761,Alarm Resolution: node 57 - Route to secondary resolution using approved checkpoint process,N0009,Control,uniform,,uniform,0.3077,0.5077,0.4077,,,,,,,,,62,Workforce,fixed,,,62,,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Route to secondary resolution using approved checkpoint process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0762,"Alarm Resolution: node 58 - behavioral cue logged only as supporting context, not as sole basis",N0009,Observation,beta,,beta,,,0.3902,,,,,9.754,15.246,,,,Passenger Experience,uniform,59,76,67.5,4.9,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: behavioral cue logged only as supporting context, not as sole basis. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0763,Alarm Resolution: node 59 - generic anomaly associated with a prohibited item attempt,N0009,Detection,fixed,0.4045,fixed,,,,,66,,,,,,,0.4045,Security,triangular,58,84,66,,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: generic anomaly associated with a prohibited item attempt. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0764,Alarm Resolution: node 60 - Use layered screening controls and documented decision points,N0009,Escalation,normal,,normal,,,0.3582,,,0.0430,,,,,,,Operational,normal,,,68,12.2,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-06,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use layered screening controls and documented decision points. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0765,Alarm Resolution: node 61 - False alarm resolved with no prohibited item found,N0009,Outcome,poisson,,poisson,,,1.0372,,,,1.0372,,,0.35,68,,Reputational,lognormal,,,70,17.5,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: False alarm resolved with no prohibited item found. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0766,Alarm Resolution: node 62 - Request supervisory review when the indicator exceeds the test threshold,N0009,Recovery,triangular,,triangular,0.2314,0.4714,0.3514,,0.3514,,,,,,,72,Financial,fixed,,,72,,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Request supervisory review when the indicator exceeds the test threshold. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0767,Alarm Resolution: node 63 - high workload condition increasing need for supervisor oversight,N0009,Observation,lognormal,,lognormal,,,0.3169,,,0.0634,,,,0.313,0.3169,,Legal/Compliance,uniform,69,86,77.5,4.9,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: high workload condition increasing need for supervisor oversight. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0768,Alarm Resolution: node 64 - Simulation branch produces operational delay only,N0009,Phase,uniform,,uniform,0.1931,0.3931,0.2931,,76,,,,,,,,Workforce,triangular,68,94,76,,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch produces operational delay only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0769,Alarm Resolution: node 65 - incomplete divestiture or preparation requiring re-screening,N0009,Decision,beta,,beta,,,0.2687,,,,,6.179,16.821,,,,Passenger Experience,normal,,,78,14.0,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: incomplete divestiture or preparation requiring re-screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0770,Alarm Resolution: node 66 - Confirm the event through a second independent screening cue,N0009,Control,fixed,0.2394,fixed,,,,,,,,,,0.35,52,0.2394,Security,lognormal,,,54,13.5,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Confirm the event through a second independent screening cue. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0771,Alarm Resolution: node 67 - identity or itinerary discrepancy requiring routine clarification,N0009,Observation,normal,,normal,,,0.4281,,,0.0514,,,,,,56,Operational,fixed,,,56,,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: identity or itinerary discrepancy requiring routine clarification. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0772,"Alarm Resolution: node 68 - behavioral cue logged only as supporting context, not as sole basis",N0009,Detection,poisson,,poisson,,,1.2895,,,,1.2895,,,,,,Reputational,uniform,53,70,61.5,4.9,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: behavioral cue logged only as supporting context, not as sole basis. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0773,Alarm Resolution: node 69 - Apply standard operating procedure without describing restricted methods,N0009,Escalation,triangular,,triangular,0.2853,0.5253,0.4053,,0.4053,,,,,,,,Financial,triangular,52,78,60,,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Apply standard operating procedure without describing restricted methods. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0774,Alarm Resolution: node 70 - Attempt escalated for law-enforcement disposition,N0009,Outcome,lognormal,,lognormal,,,0.3940,,,0.0788,,,,0.329,0.3940,,Legal/Compliance,normal,,,62,11.2,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-07,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Attempt escalated for law-enforcement disposition. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0775,"Alarm Resolution: node 71 - Record observable behavior and maintain neutral, non-discriminatory criteria",N0009,Recovery,uniform,,uniform,0.2482,0.4482,0.3482,,,,,,,0.35,62,,Workforce,lognormal,,,64,16.0,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Record observable behavior and maintain neutral, non-discriminatory criteria. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0776,Alarm Resolution: node 72 - workflow interruption that could create screening distraction,N0009,Observation,beta,,beta,,,0.3475,,,,,8.339,15.661,,,66,Passenger Experience,fixed,,,66,,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: workflow interruption that could create screening distraction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0777,Alarm Resolution: node 73 - Simulation branch terminates with interdiction,N0009,Phase,fixed,0.3484,fixed,,,,,,,,,,,,0.3484,Security,uniform,63,80,71.5,4.9,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Simulation branch terminates with interdiction. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0778,Alarm Resolution: node 74 - alarm requiring standard resolution before access is granted,N0009,Decision,normal,,normal,,,0.3059,,70,0.0367,,,,,,,Operational,triangular,62,88,70,,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: alarm requiring standard resolution before access is granted. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0779,Alarm Resolution: node 75 - Use randomization as a defensive control in the simulation only,N0009,Control,poisson,,poisson,,,0.9027,,,,0.9027,,,,,,Reputational,normal,,,72,13.0,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use randomization as a defensive control in the simulation only. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0780,Alarm Resolution: node 76 - property image anomaly resolved only through approved process,N0009,Observation,triangular,,triangular,0.1341,0.3741,0.2541,,0.2541,,,,,0.35,72,,Financial,lognormal,,,74,18.5,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0781,Alarm Resolution: node 77 - identity or itinerary discrepancy requiring routine clarification,N0009,Detection,lognormal,,lognormal,,,0.2787,,,0.0557,,,,0.306,0.2787,76,Legal/Compliance,fixed,,,76,,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: identity or itinerary discrepancy requiring routine clarification. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0782,Alarm Resolution: node 78 - Close the loop with after-action documentation,N0009,Escalation,uniform,,uniform,0.3404,0.5404,0.4404,,,,,,,,,,Workforce,uniform,73,90,81.5,4.9,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Close the loop with after-action documentation. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0783,Alarm Resolution: node 79 - Attempt blocked before sterile-area access,N0009,Outcome,beta,,beta,,,0.4040,,54,,,10.503,15.497,,,,Passenger Experience,triangular,46,72,54,,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Attempt blocked before sterile-area access. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0784,Alarm Resolution: node 80 - Use layered screening controls and documented decision points,N0009,Recovery,fixed,0.3819,fixed,,,,,,,,,,,,0.3819,Security,normal,,,56,10.1,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-08,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Use layered screening controls and documented decision points. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0785,Alarm Resolution: node 81 - item-category ambiguity requiring officer judgment,N0009,Observation,normal,,normal,,,0.3835,,,0.0460,,,,0.35,56,,Operational,lognormal,,,58,14.5,independent,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: item-category ambiguity requiring officer judgment. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0786,Alarm Resolution: node 82 - Passenger re-screened and cleared after resolution,N0009,Phase,poisson,,poisson,,,1.0968,,,,1.0968,,,,,60,Reputational,fixed,,,60,,conditional,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Passenger re-screened and cleared after resolution. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0787,Alarm Resolution: node 83 - high workload condition increasing need for supervisor oversight,N0009,Decision,triangular,,triangular,0.2047,0.4447,0.3247,,0.3247,,,,,,,,Financial,uniform,57,74,65.5,4.9,requires_parent_success,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: high workload condition increasing need for supervisor oversight. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0788,Alarm Resolution: node 84 - Maintain passenger flow while resolving the event safely,N0009,Control,lognormal,,lognormal,,,0.3516,,64,0.0703,,,,0.320,0.3516,,Legal/Compliance,triangular,56,82,64,,blocks_if_detected,Alarm Resolution branch condition: terminates branch when detection succeeds. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: Maintain passenger flow while resolving the event safely. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0789,Alarm Resolution: node 85 - incomplete divestiture or preparation requiring re-screening,N0009,Observation,uniform,,uniform,0.2296,0.4296,0.3296,,,,,,,,,,Workforce,normal,,,66,11.9,mitigates_parent,Alarm Resolution branch condition: used for Monte Carlo correlation testing. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: incomplete divestiture or preparation requiring re-screening. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
N0790,Alarm Resolution: node 86 - property image anomaly resolved only through approved process,N0009,Detection,beta,,beta,,,0.2891,,,,,6.649,16.351,0.35,66,,Passenger Experience,lognormal,,,68,17.0,escalates_if_unresolved,Alarm Resolution branch condition: captures operational delay impact. Defensive test data only.,CG-P8-09,"Synthetic node for an adversary prohibited-item checkpoint attempt. Focus: property image anomaly resolved only through approved process. This row is written for model testing, risk analysis, training data validation, and after-action simulation; it intentionally omits specific concealment, screening bypass, weapon construction, or exploitation details."
